r14^t,r24^t,r14^t+1,
0.0,0.0,0.0,0.996168582375479
0.0,0.0,1.0,0.003831417624521073
0.0,1.0,0.0,0.7746478873239437
0.0,1.0,1.0,0.22535211267605634
1.0,0.0,0.0,0.019387755102040816
1.0,0.0,1.0,0.9806122448979592
1.0,1.0,0.0,0.038461538461538464
1.0,1.0,1.0,0.9615384615384616
