r17^t,r18^t,r19^t,r20^t,r21^t,c3a^t,c3b^t,o1^t,c3b^t+1,
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22222222222222224
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.29629629629629634
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7037037037037037
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1743119266055046
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8256880733944955
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8947368421052632
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10526315789473685
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6206896551724138
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.37931034482758624
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.36363636363636365
0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6363636363636364
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4210526315789474
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5789473684210527
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818181
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.18181818181818182
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5
0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5
0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.33333333333333337
0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666667
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.33333333333333337
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666667
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2857142857142857
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857142
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7857142857142857
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21428571428571427
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16949152542372883
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8305084745762713
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.17999999999999997
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.82
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.84
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.36363636363636365
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6363636363636364
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.18181818181818182
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818181
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.33333333333333337
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.11428571428571428
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8857142857142857
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07692307692307693
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9230769230769231
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.04166666666666667
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9583333333333333
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8514851485148515
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1485148514851485
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7571428571428571
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24285714285714285
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2314814814814815
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7685185185185185
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.25
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7894736842105263
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2105263157894737
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.761904761904762
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.23809523809523808
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6
0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2727272727272727
0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7272727272727273
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538463
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15384615384615385
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666667
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.33333333333333337
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9166666666666666
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.08333333333333334
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666667
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.33333333333333337
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861111111111111
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13888888888888887
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6285714285714287
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.37142857142857144
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4333333333333333
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5666666666666667
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7000000000000001
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.896551724137931
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.10344827586206898
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.06666666666666668
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9333333333333333
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2631578947368421
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7368421052631579
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7924528301886792
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20754716981132074
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2222222222222222
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3658536585365854
