r17^t,c3b^t,r17^t+1,
0.0,0.0,0.0,0.9989517819706498
0.0,0.0,1.0,0.0010482180293501049
0.0,1.0,0.0,0.9744279946164199
0.0,1.0,1.0,0.02557200538358008
1.0,0.0,0.0,0.023866348448687354
1.0,0.0,1.0,0.9761336515513126
1.0,1.0,0.0,0.03424657534246576
1.0,1.0,1.0,0.9657534246575342
