r29^t,r30^t,r30^t+1,
0.0,0.0,0.0,0.999569151227919
0.0,0.0,1.0,0.00043084877208099956
0.0,1.0,0.0,0.3333333333333333
0.0,1.0,1.0,0.6666666666666666
1.0,0.0,0.0,0.9523809523809523
1.0,0.0,1.0,0.047619047619047616
1.0,1.0,0.0,0.06666666666666667
1.0,1.0,1.0,0.9333333333333333
